copied_file_name,copied_path,problem_id,file_name,relative_path,path,code_lines,loc_bin,function_count,top_level_function_count,nested_function_count,class_count,method_count,loop_count,if_count,return_count,assign_count,call_count,max_ast_depth,file_size_bytes,syntax_ok,error,blank_lines,comment_lines,total_lines
p02273_s557318493.py,SemBench/data/python_codenet/code/p02273_s557318493.py,p02273,s557318493.py,p02273/s557318493.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02273/s557318493.py,21,<= 50,1,1,0,0,0,3,0,1,10,21,14,756,True,,3,0,24
p03325_s518581945.py,SemBench/data/python_codenet/code/p03325_s518581945.py,p03325,s518581945.py,p03325/s518581945.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03325/s518581945.py,12,<= 50,1,1,0,0,0,2,0,1,7,9,9,254,True,,3,0,15
p02614_s442870610.py,SemBench/data/python_codenet/code/p02614_s442870610.py,p02614,s442870610.py,p02614/s442870610.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02614/s442870610.py,34,<= 50,1,1,0,0,0,7,5,0,15,22,13,1006,True,,4,0,38
p02814_s602446241.py,SemBench/data/python_codenet/code/p02814_s602446241.py,p02814,s602446241.py,p02814/s602446241.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02814/s602446241.py,23,<= 50,3,3,0,0,0,2,2,4,9,15,9,415,True,,4,0,27
p02732_s157646872.py,SemBench/data/python_codenet/code/p02732_s157646872.py,p02732,s157646872.py,p02732/s157646872.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02732/s157646872.py,14,<= 50,1,1,0,0,0,2,1,0,7,10,12,382,True,,3,0,17
p03061_s147202029.py,SemBench/data/python_codenet/code/p03061_s147202029.py,p03061,s147202029.py,p03061/s147202029.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03061/s147202029.py,26,<= 50,5,5,0,0,0,4,1,4,12,21,11,648,True,,5,1,32
p02257_s691545652.py,SemBench/data/python_codenet/code/p02257_s691545652.py,p02257,s691545652.py,p02257/s691545652.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02257/s691545652.py,18,<= 50,2,2,0,0,0,2,3,2,6,11,9,438,True,,4,0,22
p04000_s067389484.py,SemBench/data/python_codenet/code/p04000_s067389484.py,p04000,s067389484.py,p04000/s067389484.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p04000/s067389484.py,26,<= 50,1,1,0,0,0,5,2,1,13,19,12,613,True,,9,0,35
p03331_s691046134.py,SemBench/data/python_codenet/code/p03331_s691046134.py,p03331,s691046134.py,p03331/s691046134.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03331/s691046134.py,18,<= 50,1,1,0,0,0,2,0,1,11,12,11,399,True,,10,0,28
p03568_s866508455.py,SemBench/data/python_codenet/code/p03568_s866508455.py,p03568,s866508455.py,p03568/s866508455.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03568/s866508455.py,27,<= 50,5,5,0,0,0,1,1,5,7,19,10,967,True,,2,1,30
p03805_s822896806.py,SemBench/data/python_codenet/code/p03805_s822896806.py,p03805,s822896806.py,p03805/s822896806.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03805/s822896806.py,27,<= 50,1,1,0,0,0,3,4,2,11,17,10,724,True,,11,0,38
p03045_s514131408.py,SemBench/data/python_codenet/code/p03045_s514131408.py,p03045,s514131408.py,p03045/s514131408.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03045/s514131408.py,45,<= 50,10,0,0,1,10,2,3,10,14,32,13,1437,True,,17,0,62
p03524_s712086023.py,SemBench/data/python_codenet/code/p03524_s712086023.py,p03524,s712086023.py,p03524/s712086023.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03524/s712086023.py,13,<= 50,1,1,0,0,0,1,2,0,4,7,8,785,True,,4,4,21
p03855_s254365208.py,SemBench/data/python_codenet/code/p03855_s254365208.py,p03855,s254365208.py,p03855/s254365208.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03855/s254365208.py,15,<= 50,3,0,0,1,3,2,3,3,15,24,11,636,True,,0,0,15
p04034_s229224288.py,SemBench/data/python_codenet/code/p04034_s229224288.py,p04034,s229224288.py,p04034/s229224288.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p04034/s229224288.py,24,<= 50,2,2,0,0,0,1,2,2,9,15,10,1278,True,,1,28,53
p02889_s648975074.py,SemBench/data/python_codenet/code/p02889_s648975074.py,p02889,s648975074.py,p02889/s648975074.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02889/s648975074.py,34,<= 50,1,1,0,0,0,1,1,0,16,22,15,204995,True,,7,13,54
p03805_s119849561.py,SemBench/data/python_codenet/code/p03805_s119849561.py,p03805,s119849561.py,p03805/s119849561.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03805/s119849561.py,22,<= 50,1,1,0,0,0,3,3,2,9,16,9,512,True,,3,0,25
p03362_s418643874.py,SemBench/data/python_codenet/code/p03362_s418643874.py,p03362,s418643874.py,p03362/s418643874.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03362/s418643874.py,36,<= 50,10,10,0,0,0,3,3,10,9,34,13,1431,True,,5,5,46
p02555_s517832809.py,SemBench/data/python_codenet/code/p02555_s517832809.py,p02555,s517832809.py,p02555/s517832809.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02555/s517832809.py,14,<= 50,1,1,0,0,0,2,2,2,5,6,10,317,True,,0,0,14
p04012_s666338636.py,SemBench/data/python_codenet/code/p04012_s666338636.py,p04012,s666338636.py,p04012/s666338636.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p04012/s666338636.py,12,<= 50,1,1,0,0,0,1,2,0,4,6,8,275,True,,4,0,16
p02574_s007991882.py,SemBench/data/python_codenet/code/p02574_s007991882.py,p02574,s007991882.py,p02574/s007991882.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02574/s007991882.py,26,<= 50,1,1,0,0,0,4,4,2,6,17,10,645,True,,3,0,29
p02272_s293525103.py,SemBench/data/python_codenet/code/p02272_s293525103.py,p02272,s293525103.py,p02272/s293525103.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02272/s293525103.py,34,<= 50,2,0,0,1,2,1,3,2,16,19,12,986,True,,3,0,37
p02891_s043188936.py,SemBench/data/python_codenet/code/p02891_s043188936.py,p02891,s043188936.py,p02891/s043188936.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02891/s043188936.py,23,<= 50,1,1,0,0,0,1,5,1,15,11,10,477,True,,2,0,25
p03108_s262092306.py,SemBench/data/python_codenet/code/p03108_s262092306.py,p03108,s262092306.py,p03108/s262092306.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03108/s262092306.py,44,<= 50,5,0,0,1,5,2,4,5,20,23,10,1527,True,,4,9,57
p03372_s511767964.py,SemBench/data/python_codenet/code/p03372_s511767964.py,p03372,s511767964.py,p03372/s511767964.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03372/s511767964.py,33,<= 50,1,1,0,0,0,2,3,0,17,21,12,871,True,,5,0,38
p03208_s166446925.py,SemBench/data/python_codenet/code/p03208_s166446925.py,p03208,s166446925.py,p03208/s166446925.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03208/s166446925.py,9,<= 50,1,1,0,0,0,1,1,0,4,12,12,244,True,,2,0,11
p03607_s838029618.py,SemBench/data/python_codenet/code/p03607_s838029618.py,p03607,s838029618.py,p03607/s838029618.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03607/s838029618.py,29,<= 50,3,3,0,0,0,2,0,3,9,18,10,1154,True,,0,20,49
p02821_s918743210.py,SemBench/data/python_codenet/code/p02821_s918743210.py,p02821,s918743210.py,p02821/s918743210.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02821/s918743210.py,31,<= 50,2,1,1,0,0,4,1,1,17,17,11,719,True,,5,1,37
p02985_s037240749.py,SemBench/data/python_codenet/code/p02985_s037240749.py,p02985,s037240749.py,p02985/s037240749.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02985/s037240749.py,34,<= 50,1,1,0,0,0,4,3,1,16,19,10,786,True,,4,0,38
p03439_s714808575.py,SemBench/data/python_codenet/code/p03439_s714808575.py,p03439,s714808575.py,p03439/s714808575.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03439/s714808575.py,28,<= 50,1,1,0,0,0,2,5,2,10,14,8,434,True,,5,0,33
p03212_s983053081.py,SemBench/data/python_codenet/code/p03212_s983053081.py,p03212,s983053081.py,p03212/s983053081.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03212/s983053081.py,20,<= 50,2,1,1,0,0,2,4,1,6,14,10,503,True,,2,0,22
p02918_s667353209.py,SemBench/data/python_codenet/code/p02918_s667353209.py,p02918,s667353209.py,p02918/s667353209.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02918/s667353209.py,10,<= 50,1,1,0,0,0,1,1,0,5,9,10,219,True,,3,0,13
p03283_s069100258.py,SemBench/data/python_codenet/code/p03283_s069100258.py,p03283,s069100258.py,p03283/s069100258.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03283/s069100258.py,18,<= 50,2,2,0,0,0,5,0,2,7,18,11,515,True,,3,0,21
p02779_s560691101.py,SemBench/data/python_codenet/code/p02779_s560691101.py,p02779,s560691101.py,p02779/s560691101.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02779/s560691101.py,15,<= 50,1,1,0,0,0,1,3,0,4,11,10,327,True,,4,0,19
p02573_s798643861.py,SemBench/data/python_codenet/code/p02573_s798643861.py,p02573,s798643861.py,p02573/s798643861.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02573/s798643861.py,36,<= 50,2,2,0,0,0,5,3,0,11,26,12,871,True,,17,2,55
p02733_s064023186.py,SemBench/data/python_codenet/code/p02733_s064023186.py,p02733,s064023186.py,p02733/s064023186.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02733/s064023186.py,38,<= 50,1,1,0,0,0,7,6,2,17,20,13,1015,True,,14,1,53
p03612_s252231189.py,SemBench/data/python_codenet/code/p03612_s252231189.py,p03612,s252231189.py,p03612/s252231189.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03612/s252231189.py,15,<= 50,1,1,0,0,0,1,3,0,7,11,12,375,True,,5,1,21
p03363_s598493115.py,SemBench/data/python_codenet/code/p03363_s598493115.py,p03363,s598493115.py,p03363/s598493115.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03363/s598493115.py,19,<= 50,1,1,0,0,0,2,2,2,9,18,9,511,True,,5,0,24
p02660_s174089812.py,SemBench/data/python_codenet/code/p02660_s174089812.py,p02660,s174089812.py,p02660/s174089812.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02660/s174089812.py,44,<= 50,1,1,0,0,0,7,6,1,23,14,10,691,True,,2,0,46
p02418_s717264113.py,SemBench/data/python_codenet/code/p02418_s717264113.py,p02418,s717264113.py,p02418/s717264113.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02418/s717264113.py,11,<= 50,1,1,0,0,0,1,1,1,4,8,10,220,True,,2,0,13
p02619_s484560033.py,SemBench/data/python_codenet/code/p02619_s484560033.py,p02619,s484560033.py,p02619/s484560033.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02619/s484560033.py,12,<= 50,1,1,0,0,0,2,0,1,9,17,10,352,True,,1,0,13
p03576_s387917671.py,SemBench/data/python_codenet/code/p03576_s387917671.py,p03576,s387917671.py,p03576/s387917671.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03576/s387917671.py,25,<= 50,1,1,0,0,0,5,3,0,13,17,11,691,True,,2,0,27
p02549_s658414308.py,SemBench/data/python_codenet/code/p02549_s658414308.py,p02549,s658414308.py,p02549/s658414308.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02549/s658414308.py,24,<= 50,3,3,0,0,0,3,0,2,12,16,14,862,True,,8,10,42
p03828_s908609186.py,SemBench/data/python_codenet/code/p03828_s908609186.py,p03828,s908609186.py,p03828/s908609186.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03828/s908609186.py,29,<= 50,2,2,0,0,0,5,2,2,14,15,11,740,True,,7,0,36
p03476_s547595379.py,SemBench/data/python_codenet/code/p03476_s547595379.py,p03476,s547595379.py,p03476/s547595379.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03476/s547595379.py,32,<= 50,1,1,0,0,0,5,6,1,15,17,12,737,True,,0,0,32
p03166_s617567254.py,SemBench/data/python_codenet/code/p03166_s617567254.py,p03166,s617567254.py,p03166/s617567254.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03166/s617567254.py,19,<= 50,1,1,0,0,0,3,1,2,7,17,9,355,True,,2,0,21
p03140_s915375075.py,SemBench/data/python_codenet/code/p03140_s915375075.py,p03140,s915375075.py,p03140/s915375075.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03140/s915375075.py,41,<= 50,3,3,0,0,0,3,8,7,18,12,9,1015,True,,5,0,46
p03363_s082727734.py,SemBench/data/python_codenet/code/p03363_s082727734.py,p03363,s082727734.py,p03363/s082727734.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03363/s082727734.py,22,<= 50,1,1,0,0,0,3,1,2,13,13,9,378,True,,2,0,24
p03268_s129128109.py,SemBench/data/python_codenet/code/p03268_s129128109.py,p03268,s129128109.py,p03268/s129128109.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03268/s129128109.py,25,<= 50,9,9,0,0,0,2,4,8,7,30,10,699,True,,20,4,49
p02792_s689102057.py,SemBench/data/python_codenet/code/p02792_s689102057.py,p02792,s689102057.py,p02792/s689102057.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02792/s689102057.py,29,<= 50,2,2,0,0,0,3,2,1,15,23,12,754,True,,7,0,36
p03504_s923039064.py,SemBench/data/python_codenet/code/p03504_s923039064.py,p03504,s923039064.py,p03504/s923039064.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03504/s923039064.py,12,<= 50,1,1,0,0,0,1,1,0,6,11,13,310,True,,2,0,14
p03147_s954131353.py,SemBench/data/python_codenet/code/p03147_s954131353.py,p03147,s954131353.py,p03147/s954131353.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03147/s954131353.py,12,<= 50,1,1,0,0,0,2,0,1,7,16,13,401,True,,9,2,23
p02267_s192837412.py,SemBench/data/python_codenet/code/p02267_s192837412.py,p02267,s192837412.py,p02267/s192837412.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02267/s192837412.py,15,<= 50,1,0,0,1,1,1,2,0,7,14,11,549,True,,5,2,22
p02972_s882887193.py,SemBench/data/python_codenet/code/p02972_s882887193.py,p02972,s882887193.py,p02972/s882887193.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02972/s882887193.py,20,<= 50,1,1,0,0,0,3,3,0,6,13,10,460,True,,6,0,26
p03038_s427414892.py,SemBench/data/python_codenet/code/p03038_s427414892.py,p03038,s427414892.py,p03038/s427414892.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03038/s427414892.py,32,<= 50,1,1,0,0,0,3,3,0,9,19,10,919,True,,9,2,43
p02547_s823351008.py,SemBench/data/python_codenet/code/p02547_s823351008.py,p02547,s823351008.py,p02547/s823351008.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02547/s823351008.py,16,<= 50,1,1,0,0,0,1,3,2,5,9,10,317,True,,4,0,20
p03967_s701112028.py,SemBench/data/python_codenet/code/p03967_s701112028.py,p03967,s701112028.py,p03967/s701112028.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03967/s701112028.py,27,<= 50,4,4,0,0,0,1,5,6,6,19,10,660,True,,7,1,35
p02632_s315972911.py,SemBench/data/python_codenet/code/p02632_s315972911.py,p02632,s315972911.py,p02632/s315972911.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02632/s315972911.py,27,<= 50,1,1,0,0,0,4,2,1,18,14,14,728,True,,7,0,34
p02269_s058474246.py,SemBench/data/python_codenet/code/p02269_s058474246.py,p02269,s058474246.py,p02269/s058474246.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02269/s058474246.py,14,<= 50,1,1,0,0,0,1,4,0,3,10,10,272,True,,2,0,16
p03504_s148867684.py,SemBench/data/python_codenet/code/p03504_s148867684.py,p03504,s148867684.py,p03504/s148867684.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03504/s148867684.py,29,<= 50,1,1,0,0,0,5,4,1,16,15,12,607,True,,5,2,36
p03294_s645854022.py,SemBench/data/python_codenet/code/p03294_s645854022.py,p03294,s645854022.py,p03294/s645854022.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03294/s645854022.py,19,<= 50,4,4,0,0,0,2,0,4,7,13,10,331,True,,4,0,23
p03069_s557858989.py,SemBench/data/python_codenet/code/p03069_s557858989.py,p03069,s557858989.py,p03069/s557858989.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03069/s557858989.py,20,<= 50,2,2,0,0,0,2,1,1,10,12,11,444,True,,8,0,28
p02923_s794776041.py,SemBench/data/python_codenet/code/p02923_s794776041.py,p02923,s794776041.py,p02923/s794776041.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02923/s794776041.py,15,<= 50,1,1,0,0,0,1,2,0,8,10,10,587,True,,2,11,28
p03013_s539805747.py,SemBench/data/python_codenet/code/p03013_s539805747.py,p03013,s539805747.py,p03013/s539805747.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03013/s539805747.py,39,<= 50,4,4,0,0,0,3,4,6,16,21,10,873,True,,10,0,49
p02238_s193139380.py,SemBench/data/python_codenet/code/p02238_s193139380.py,p02238,s193139380.py,p02238/s193139380.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02238/s193139380.py,25,<= 50,1,1,0,0,0,4,2,1,11,17,10,528,True,,6,0,31
p02690_s257579000.py,SemBench/data/python_codenet/code/p02690_s257579000.py,p02690,s257579000.py,p02690/s257579000.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02690/s257579000.py,33,<= 50,8,8,0,0,0,2,1,8,9,30,12,873,True,,5,0,38
p02760_s498914232.py,SemBench/data/python_codenet/code/p02760_s498914232.py,p02760,s498914232.py,p02760/s498914232.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02760/s498914232.py,20,<= 50,1,1,0,0,0,5,1,1,10,23,13,532,True,,5,0,25
p02888_s769151861.py,SemBench/data/python_codenet/code/p02888_s769151861.py,p02888,s769151861.py,p02888/s769151861.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02888/s769151861.py,29,<= 50,1,1,0,0,0,2,7,7,6,13,10,617,True,,2,0,31
p03291_s217345320.py,SemBench/data/python_codenet/code/p03291_s217345320.py,p03291,s217345320.py,p03291/s217345320.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03291/s217345320.py,20,<= 50,1,1,0,0,0,2,4,1,11,11,11,586,True,,8,0,28
p02554_s060840440.py,SemBench/data/python_codenet/code/p02554_s060840440.py,p02554,s060840440.py,p02554/s060840440.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02554/s060840440.py,12,<= 50,6,6,0,0,0,1,0,5,2,23,14,723,True,,6,8,26
p02262_s509733754.py,SemBench/data/python_codenet/code/p02262_s509733754.py,p02262,s509733754.py,p02262/s509733754.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02262/s509733754.py,26,<= 50,1,1,0,0,0,5,1,0,13,17,10,526,True,,5,0,31
p03634_s896899700.py,SemBench/data/python_codenet/code/p03634_s896899700.py,p03634,s896899700.py,p03634/s896899700.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03634/s896899700.py,20,<= 50,1,1,0,0,0,3,1,0,7,20,9,506,True,,3,0,23
p03303_s799089962.py,SemBench/data/python_codenet/code/p03303_s799089962.py,p03303,s799089962.py,p03303/s799089962.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03303/s799089962.py,15,<= 50,1,1,0,0,0,1,2,0,4,10,10,306,True,,5,0,20
p03050_s389060843.py,SemBench/data/python_codenet/code/p03050_s389060843.py,p03050,s389060843.py,p03050/s389060843.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03050/s389060843.py,22,<= 50,2,2,0,0,0,2,4,1,7,10,10,521,True,,8,0,30
p03599_s303989599.py,SemBench/data/python_codenet/code/p03599_s303989599.py,p03599,s303989599.py,p03599/s303989599.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03599/s303989599.py,34,<= 50,3,3,0,0,0,4,5,1,10,16,14,1160,True,,8,0,42
p02973_s015257263.py,SemBench/data/python_codenet/code/p02973_s015257263.py,p02973,s015257263.py,p02973/s015257263.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02973/s015257263.py,37,<= 50,3,2,1,0,0,1,2,2,7,15,11,1679,True,,18,6,61
p02732_s698469761.py,SemBench/data/python_codenet/code/p02732_s698469761.py,p02732,s698469761.py,p02732/s698469761.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02732/s698469761.py,37,<= 50,12,12,0,0,0,3,2,11,10,35,11,1043,True,,14,0,51
p02866_s881154478.py,SemBench/data/python_codenet/code/p02866_s881154478.py,p02866,s881154478.py,p02866/s881154478.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02866/s881154478.py,17,<= 50,1,1,0,0,0,1,2,0,8,15,10,455,True,,4,2,23
p03141_s428589042.py,SemBench/data/python_codenet/code/p03141_s428589042.py,p03141,s428589042.py,p03141/s428589042.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03141/s428589042.py,14,<= 50,1,1,0,0,0,2,1,0,7,12,11,345,True,,7,0,21
p02838_s307438019.py,SemBench/data/python_codenet/code/p02838_s307438019.py,p02838,s307438019.py,p02838/s307438019.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02838/s307438019.py,20,<= 50,2,2,0,0,0,3,1,2,11,15,10,437,True,,4,0,24
p02621_s846403411.py,SemBench/data/python_codenet/code/p02621_s846403411.py,p02621,s846403411.py,p02621/s846403411.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02621/s846403411.py,18,<= 50,3,3,0,0,0,1,1,2,3,12,10,347,True,,10,0,28
p03806_s328835675.py,SemBench/data/python_codenet/code/p03806_s328835675.py,p03806,s328835675.py,p03806/s328835675.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03806/s328835675.py,17,<= 50,1,1,0,0,0,2,1,0,7,14,11,676,True,,9,1,27
p03504_s740405070.py,SemBench/data/python_codenet/code/p03504_s740405070.py,p03504,s740405070.py,p03504/s740405070.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03504/s740405070.py,46,<= 50,2,2,0,0,0,5,2,1,24,28,11,1232,True,,16,2,64
p03339_s579000395.py,SemBench/data/python_codenet/code/p03339_s579000395.py,p03339,s579000395.py,p03339/s579000395.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03339/s579000395.py,23,<= 50,2,2,0,0,0,3,3,1,10,11,11,593,True,,6,0,29
p03464_s627128666.py,SemBench/data/python_codenet/code/p03464_s627128666.py,p03464,s627128666.py,p03464/s627128666.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03464/s627128666.py,28,<= 50,1,1,0,0,0,3,3,1,15,12,9,435,True,,6,0,34
p02947_s374367549.py,SemBench/data/python_codenet/code/p02947_s374367549.py,p02947,s374367549.py,p02947/s374367549.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02947/s374367549.py,11,<= 50,2,2,0,0,0,1,0,2,5,13,11,278,True,,4,0,15
p03814_s720381380.py,SemBench/data/python_codenet/code/p03814_s720381380.py,p03814,s720381380.py,p03814/s720381380.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03814/s720381380.py,17,<= 50,1,1,0,0,0,2,3,0,4,9,10,472,True,,5,3,25
p03524_s349434112.py,SemBench/data/python_codenet/code/p03524_s349434112.py,p03524,s349434112.py,p03524/s349434112.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03524/s349434112.py,22,<= 50,1,1,0,0,0,1,4,2,9,8,9,407,True,,6,0,28
p02855_s745492576.py,SemBench/data/python_codenet/code/p02855_s745492576.py,p02855,s745492576.py,p02855/s745492576.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02855/s745492576.py,33,<= 50,2,2,0,0,0,8,7,0,8,20,11,824,True,,1,0,34
p02702_s780137700.py,SemBench/data/python_codenet/code/p02702_s780137700.py,p02702,s780137700.py,p02702/s780137700.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02702/s780137700.py,34,<= 50,7,7,0,0,0,2,1,8,7,29,11,1247,True,,5,2,41
p03608_s155976628.py,SemBench/data/python_codenet/code/p03608_s155976628.py,p03608,s155976628.py,p03608/s155976628.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03608/s155976628.py,25,<= 50,3,1,2,0,0,6,1,1,10,25,14,780,True,,7,2,34
p02572_s504557559.py,SemBench/data/python_codenet/code/p02572_s504557559.py,p02572,s504557559.py,p02572/s504557559.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02572/s504557559.py,11,<= 50,1,1,0,0,0,1,0,0,7,10,10,292,True,,7,0,18
p02406_s795468542.py,SemBench/data/python_codenet/code/p02406_s795468542.py,p02406,s795468542.py,p02406/s795468542.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02406/s795468542.py,12,<= 50,1,1,0,0,0,2,1,2,5,6,10,257,True,,0,0,12
p02883_s355034125.py,SemBench/data/python_codenet/code/p02883_s355034125.py,p02883,s355034125.py,p02883/s355034125.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02883/s355034125.py,24,<= 50,2,1,1,0,0,2,3,2,9,19,13,555,True,,0,0,24
p03732_s733488967.py,SemBench/data/python_codenet/code/p03732_s733488967.py,p03732,s733488967.py,p03732/s733488967.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03732/s733488967.py,38,<= 50,4,4,0,0,0,7,2,4,13,30,15,1218,True,,6,1,45
p03600_s036041832.py,SemBench/data/python_codenet/code/p03600_s036041832.py,p03600,s036041832.py,p03600/s036041832.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03600/s036041832.py,20,<= 50,1,1,0,0,0,1,2,1,9,21,14,571,True,,2,0,22
p03296_s889291474.py,SemBench/data/python_codenet/code/p03296_s889291474.py,p03296,s889291474.py,p03296/s889291474.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03296/s889291474.py,25,<= 50,1,1,0,0,0,1,4,0,10,9,10,664,True,,5,3,33
p02662_s443262136.py,SemBench/data/python_codenet/code/p02662_s443262136.py,p02662,s443262136.py,p02662/s443262136.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02662/s443262136.py,18,<= 50,1,1,0,0,0,2,2,0,11,11,14,383,True,,2,0,20
p02691_s694164922.py,SemBench/data/python_codenet/code/p02691_s694164922.py,p02691,s694164922.py,p02691/s694164922.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p02691/s694164922.py,40,<= 50,5,5,0,0,0,4,1,3,16,30,12,1282,True,,19,11,70
p03645_s769653854.py,SemBench/data/python_codenet/code/p03645_s769653854.py,p03645,s769653854.py,p03645/s769653854.py,SemBench/data/python/codenet_python/Project_CodeNet_Python800/p03645/s769653854.py,23,<= 50,1,1,0,0,0,3,2,1,10,15,11,548,True,,3,0,26
